description,group_old,group,link,type,username,userPic,media,caption,rand,verified
,,lrc,https://www.instagram.com/p/Bwcr3IEH42r/,carousel,tolmeia,tolmeia.jpg,Bwcr3IEH42r_0.jpg;Bwcr3IEH42r_1.jpg;Bwcr3IEH42r_2.jpg;Bwcr3IEH42r_3.jpg,"💪💗 Yeah, today I went back to London to do some more fighting for my future and hold onto @extinctionrebellion's claim on Oxford Circus. The news coverage of it all made me think back to Monday (15th April), during the take-over of Piccadilly, and how the Extinction Rebellion team asked us a question; how does the Rebellion live inside of you? What does it mean?⁣⁣
⁣⁣
And I think that question is important to answer, among the controversy, the differing opinions and the disruption. For me, it means using my voice to let my fears and hopes live out. The disruption is minor to what we could face in the not-so-distant future and that's scary. But in all honesty, I still can't truly grasp it. Even when I read the statistics and sit and cheer on a strong and passionate community of like-minded people, I'm still unsure of what it all really means and what my voice is doing.⁣⁣
⁣⁣
But that uncertainty is the really terrifying part because there are still so many (powerful, powerful) people who are sitting back and not facing up to it like I'm - we're - at least trying to. ⁣⁣
⁣⁣
XR is like a family when you're in the middle of it; a family of the hopefully, far more sustainable and caring future. You made it to 5 days, guys! This will go down in history. 📷 of me: @ren.not.lauren 💗💪 ⁣⁣
⁣⁣
#extinctionrebellion #oxfordcircus #xryouth #xrprotest #nonviolent #protest #activism #activist #london #internationalrebellion #sustainableactivist #sustainability #environmentalism #climatechange #climatecrisis #globalwarming",0.151359129,FALSE
,,lrc,https://www.instagram.com/p/BwKT6IYnZ2X/,carousel,guardian,guardian.jpg,BwKT6IYnZ2X_0.jpg;BwKT6IYnZ2X_1.jpg;BwKT6IYnZ2X_2.jpg;BwKT6IYnZ2X_3.jpg;BwKT6IYnZ2X_4.jpg;BwKT6IYnZ2X_5.jpg;BwKT6IYnZ2X_6.jpg,"Tens of thousands of young people took part in more climate strikes across the UK today. They follow the global strike on 15 March, when more than 1 million young people around the world demanded rapid action to tackle the climate crisis. Activist @GretaThunberg, who first inspired the movement, is planning to visit the UK on 23 April where she will meet with politicians. Prime Minister Theresa May is being urged to join them.

Photos: John Stillwell + Tom Nicholson + Gareth Fuller + Stefan Rousseau",0.580223566,TRUE
,,lrc,https://www.instagram.com/p/BwZfoq4n_3u/,carousel,alpinesmusic,alpinesmusic.jpg,BwZfoq4n_3u_0.jpg;BwZfoq4n_3u_1.jpg;BwZfoq4n_3u_2.jpg;BwZfoq4n_3u_3.jpg,"Supporting @extinctionrebellion today 🌿🌍🌿
.
.
.
#extinctionrebellion #climatebreakdown #shutdown #climatechange #waterloobridge #rebelforlife",0.922816342,FALSE
,,lrc,https://www.instagram.com/p/Bx5IP5gHyCa/,image,kirk_protest_london,kirk_protest_london.jpg,Bx5IP5gHyCa_0.jpg,"More and more young people are taking action against climate change and the government. 🌱✌️✊ #uk #extinctionrebellion #savetheworld🌎 #savetheplanet #environment #protest #hippie  #gogreen #green #ecowarriors #ecofriendly #photography📷
#blackandwhite #parliamentsquare #blackandwhitephoto #parliament #ukgovernment #protestart #extinctionrebellionyouth #extinctionrebellionlondon #extinctionrebellionbristol #extinctionrebellionkids #youngprotesters #ourvoice #extinctionrebellion #rebellion #ourfuture #stopclimatechange",0.518006235,FALSE
,,lrc,https://www.instagram.com/p/ByAfssbnPsP/,image,kirk_protest_london,kirk_protest_london.jpg,ByAfssbnPsP_0.jpg,"Stop climate change 🌱✊✌️ #climatechange #youngprotesters #everybodywelcome #ukgovernment 
#blackandwhitephoto #blackandwhite
#photography📷#protestart
#savetheworld🌎 #savetheplanet #environment #protest #hippie  #gogreen #green #ecowarriors #ecofriendly #ukeu #rebellion #Greenparty #greenpeaceuk
#extinctionrebellionyouth #extinctionrebellionlondon #extinctionrebellionbristol #extinctionrebellionkids #uk #extinctionrebellion #london #parliamentsquare #europe",0.428989739,FALSE
,,smc,https://www.instagram.com/p/ByIWNq9n6Pt/,image,fridaysforfuturelondon,fridaysforfuturelondon.jpg,ByIWNq9n6Pt_0.jpg,"another week, another amazing day. what a great turnout! see you next week and share this post! #climatejustice #fridaysforfuture #fridaysforfuturelondon",0.566213742,FALSE
,,lrc,https://www.instagram.com/p/Bz8jGlhn0Wl/,carousel,extinctionrebellion,extinctionrebellion.jpg,Bz8jGlhn0Wl_0.jpg;Bz8jGlhn0Wl_1.jpg;Bz8jGlhn0Wl_2.jpg;Bz8jGlhn0Wl_3.jpg;Bz8jGlhn0Wl_4.jpg,"Today thousands of concerned citizens took to the streets across five UK cities – Bristol @xrbristol, Cardiff @xrcardiff, Glasgow @xrscotland, Leeds @extinctionrleeds and London @xrebellionuk – as part of our Summer Uprising. Centre stage, blocking key roads are five boats emblazoned with the words ACT NOW and named after ecological activists, either living or passed, who have risked their lives in defence of the future of our planet took centre stage in the five cities: Bristol – Jeanette Kawas; Cardiff – Margoth Escobar; Glasgow – Amal Gous; Leeds – Mia Mascarinas-Green; and in London – Polly Higgins.

This emergency mobilisation of ordinary citizens, driven to action by the threat of climate breakdown and ecological collapse, is demanding the government take immediate action to halt biodiversity loss and reduce greenhouse gases to net zero by 2025. 
#actnow #rebelforlife #extinctionrebellion #summeruprising",0.377448259,TRUE
,,lmp,https://www.instagram.com/p/C-z673lMZyd/,carousel,naamoduk,naamoduk.jpg,C-z673lMZyd_0.jpg;C-z673lMZyd_1.jpg;C-z673lMZyd_2.jpg;C-z673lMZyd_3.jpg;C-z673lMZyd_4.jpg;C-z673lMZyd_5.jpg;C-z673lMZyd_6.jpg;C-z673lMZyd_7.jpg;C-z673lMZyd_8.jpg;C-z673lMZyd_9.jpg;C-z673lMZyd_10.jpg;C-z673lMZyd_11.jpg;C-z673lMZyd_12.jpg;C-z673lMZyd_13.jpg;C-z673lMZyd_14.jpg;C-z673lMZyd_15.jpg;C-z673lMZyd_16.jpg;C-z673lMZyd_17.jpg;C-z673lMZyd_18.jpg;C-z673lMZyd_19.jpg,"“An arms embargo is an act of solidarity”.

On Friday, as @david.lammy visited Israel, we gathered opposite Downing Street in London, calling for an end to the UK’s arming of Israel’s genocidal war on Gaza. 

In Manchester, Na’amodniks held a protest at the headquarters of the Greater Manchester Combined Authority. 

The actions were led jointly by @naamoduk and @free_jlm, who chained themselves to the entrance of the British consulate that same morning in Jerusalem.

📸 by @alexsturrock and @ronfassbender . 

🥁by Rhythms of Resistance.",0.854638783,FALSE
disruptive - costs,,lrc,https://www.instagram.com/p/C0jRIp1sTKG/,image,bbclondon,bbclondon.jpg,C0jRIp1sTKG_0.jpg,"The Met Police has asked Just Stop Oil to ""reach out and speak to us"" after revealing policing the campaign group's protests has cost almost ¬£20m.

The force said the time it had spent on the group equated to roughly 300 officers being taken off frontline policing each day.

It added JSO had ""refused to engage"" with police when planning protests.

JSO said it would continue its actions until ""steps are taken to prevent the extraction of new oil and gas"".

üì≤ Tap the link in our bio for the full story. 

#london #juststopoil #climatechange #protest #metpolice #policing",0.01433677,TRUE
,,smp,https://www.instagram.com/p/C2CUSB4ovhr/,image,schoolstrikeforpalestine,schoolstrikeforpalestine.jpg,C2CUSB4ovhr_0.jpg,"Solidarity to all the School Strikers out today for the march in London! ✊ 

The banner will be out + we will be there shouting loudly with all our hearts. Join us if you see it! 

Ceasefire NOW!!! ❤️🇵🇸✊

#ceasefirenow #schoolstrikeforpalestine",0.158372097,FALSE
,,lmp,https://www.instagram.com/p/C2DhLbJxo-K/,carousel,ajplus,ajplus.jpg,C2DhLbJxo-K_0.jpg;C2DhLbJxo-K_1.jpg;C2DhLbJxo-K_2.jpg;C2DhLbJxo-K_3.jpg;C2DhLbJxo-K_4.jpg;C2DhLbJxo-K_5.jpg;C2DhLbJxo-K_6.jpg;C2DhLbJxo-K_7.jpg;C2DhLbJxo-K_8.jpg;C2DhLbJxo-K_9.jpg,"“Let Gaza live.”

Thousands of protesters marched in Washington, DC to mark 100 days since Israel began its attacks on Gaza, which have killed over 23,800 people.

A sea of Palestinian flags covered Freedom Plaza, and protesters placed plush toys in front of the White House to represent the almost 10,000 Palestinian children who have been killed in Gaza since Oct. 7.

Many protest signs condemned U.S. President Biden, who is accused of enabling Israel’s attacks by vetoing a UN resolution for a humanitarian ceasefire, calling for more U.S. aid for Israel and repeatedly bypassing Congress to approve weapons sales to Israel.

Israel is killing an average of 250 Palestinians in Gaza every day, reports Oxfam International — a daily death rate higher than any conflict this century.

#News #Protest #Gaza #Israel #DCProtest #MarchForGaza #Palestine #Palestinian #WashingtonDC",0.809176031,TRUE
,,lmc,https://www.instagram.com/p/C4BPqMKt-D3/,carousel,xrebellionuk,xrebellionuk.jpg,C4BPqMKt-D3_0.jpg;C4BPqMKt-D3_1.jpg;C4BPqMKt-D3_2.jpg;C4BPqMKt-D3_3.jpg;C4BPqMKt-D3_4.jpg;C4BPqMKt-D3_5.jpg;C4BPqMKt-D3_6.jpg;C4BPqMKt-D3_7.jpg;C4BPqMKt-D3_8.jpg;C4BPqMKt-D3_9.jpg,"XR UK ROCKED THE INSURANCE INDUSTRY UK-WIDE 

In cities and towns across the UK, #ExtinctionRebellion groups held big insurance companies to account for their part in insuring climate chaos.

If AIG, Tokio Marine, Hiscox, Zurich and others thought it was all over after earlier occupations of their London offices, we made them think again as “insurance mayhem” spread across the country. And it’s far from over.

Protests were widespread, in leafy Tunbridge Wells, in Leicester, Chelmsford and Chipping Norton. Hundreds filled the streets of Manchester and Birmingham, with song and theatre in Glasgow and Brighton, to Bridgwater and beyond. 

Together, these XR local groups rocked the insurance world, delivering a clear message: stop enabling fossil fuels, respect human rights and support a just transition.

What’s not to like? Insurers can sway the course of history because without their help the fossil fuel criminals can’t dig for coal in Cumbria, drill for oil and gas or build pipelines like EACOP.

XR joined with other groups, including @coalactionuk, @tippingpointuk, @climatejustice_coalition, @britishquakers, @mothersriseup, @stopeacop and @just.stopoil to drive home the point that insuring fossil fuel projects is a risky business, and companies can help save the world if they refuse cover.

THE INSURANCE WORLD HAVE FELT THE POWER OF THE PEOPLE
#HereComesEveryone

⚡ Join Extinction Rebellion!
🩷 Please donate to XR (link in bio)",0.975980329,FALSE
,,lmp,https://www.instagram.com/p/C5YtFfBsNmV/,image,naamoduk,naamoduk.jpg,C5YtFfBsNmV_0.jpg,"""The only way to respond to the injustice and horror of this indiscriminate killing, this forced starvation and ethnic cleansing, is to act.""

Our action outside the Foreign Office on Tuesday in @dailymirror.",0.93001896,FALSE
disruptive - airjets,,src,https://www.instagram.com/p/C8bbLRPsTzd/,image,skynews,skynews.jpg,C8bbLRPsTzd_0.jpg,"üõ¢ Just Stop Oil protesters have painted several private jets orange at an airfield - where they claim Taylor Swift's jet landed just hours before.‚Å†
‚Å†
It's not clear if Swift's jet was one of those that has been targeted by the eco-protesters, who say they are demanding an ""emergency treaty"" to end the use of fossil fuels by 2030.‚Å†
‚Å†
üîó Tap our link in bio to read the full story‚Å†
‚Å†
#juststopoil",0.183697765,TRUE
disruptive - stonehenge,,src,https://www.instagram.com/p/C8cQGTqNzkX/,image,spectator1828,spectator1828.jpg,C8cQGTqNzkX_0.jpg,"'This was cultural desecration. It was savagery masquerading as protest. To attack a 5,000-year-old monument, this stone echo of the earliest stirrings of human civilisation, is to show horrific disregard for the history and people of this nation. 

'I don‚Äôt want to hear a word about how they used powder paint and it will wash off in the rain, yada yada. The fact is they reduced a millennia-old structure to a soapbox for showy moral preening, and that is unforgivable.' ‚úçÔ∏è Brendan O'Neill

#stonehenge #history #protest #juststopoil #climatechange",0.791208554,FALSE
disruptive - stonehenge,,src,https://www.instagram.com/p/C8Zl_1LK0Uc/,carousel,dazed,dazed.jpg,C8Zl_1LK0Uc_0.jpg;C8Zl_1LK0Uc_1.jpg;C8Zl_1LK0Uc_2.mp4,"Just one day before Summer Solstice celebrations are set to take place at Stonehenge, @just.stopoil have sprayed the 5,000-year-old landmark with orange powder paint.

The climate action group explained that they took the action to call on the UK government to cease all oil, gas, and coal extraction and burning by 2030. 

A spokesperson from the group warned that continuing to burn fossil fuels would lead to the deaths of millions and called for collective action to protect humanity.

The group also confirmed that the ‚Äòpaint‚Äô used in the action was made of cornflower, which would ‚Äúwash away with rain‚Äù.

Tap the link in bio to read more üîó

‚úçÔ∏è @s_mithereens 
üìπ via PolitlcsUK

#JustStopOil #SummerSolstice #ClimateChange #Stonehenge",0.164233927,TRUE
disruptive - stonehenge,,src,https://www.instagram.com/p/C8ZlIdEtatR/,carousel,metro.co.uk,metrocouk.jpg,C8ZlIdEtatR_0.mp4;C8ZlIdEtatR_1.jpg;C8ZlIdEtatR_2.jpg,"Just Stop Oil activists have sprayed Stonehenge orange on the eve of the summer solstice.

Sightseers screamed ‚Äòno‚Äô and ran to block the campaigners as they approached the stone circle on Wednesday.

Video footage posted on social media showed two people wearing white shirts with the slogan Just Stop Oil, approaching the monoliths with canisters spraying orange cornstarch.

Visit the üîó in our bio to see how leaders have responded

#MetroUK #JustStopOil #Protest",0.344437087,TRUE
